"","draw","district","total_pop","b1_probs","b2_wgt","parent"
"1","1",1,50,0.0586500332806362,0.0416666666666667,1
"2","1",2,50,0.0410068994945928,0.025,7
"3","1",3,50,0.0430925024906791,0.0238095238095238,18
"4","1",4,50,0.0432714357211163,0.02,6
"5","1",5,50,0.0445048231546654,0.0208333333333333,8
"6","1",6,50,0.0643920271782484,0.0434782608695652,4
"7","1",7,50,0.053840180614367,0.0357142857142857,10
"8","1",8,50,0.0590098782514633,0.0434782608695652,1
"9","1",9,50,0.0395198210000132,0.027027027027027,13
"10","1",10,50,0.0425516554992488,0.0384615384615385,15
"11","1",11,50,0.0567488894044209,0.05,7
"12","1",12,50,0.0498061677970156,0.04,5
"13","1",13,50,0.046317360591802,0.0217391304347826,16
"14","1",14,50,0.0560766913781522,0.0384615384615385,18
"15","1",15,50,0.0349254501694966,0.0344827586206896,3
"16","1",16,50,0.0402475382992724,0.0357142857142857,9
"17","1",17,50,0.0407485693911148,0.0263157894736842,7
"18","1",18,50,0.0803291927467049,0.0833333333333333,5
"19","1",19,50,0.0383644864569659,0.024390243902439,8
"20","1",20,50,0.0446001533286867,0.0434782608695652,15
"21","1",21,50,0.0447179732887413,0.0555555555555556,15
"22","1",22,50,0.0301928570248888,0.0384615384615385,1
"23","1",23,50,0.115032926266727,0.0526315789473684,3
"24","1",24,50,0.092837746890402,0.0769230769230769,15
"25","1",25,50,0.0286445543540655,0.025,7
"26","1",26,50,0.0442497422396469,0.0454545454545454,12
"27","1",27,50,0.0530080822936125,0.0909090909090909,6
"28","1",28,50,0.0373336394844235,0.0384615384615385,10
"29","1",29,50,0.0321811986940368,0.0476190476190476,1
"30","1",30,50,0.0322957959963,0.05,7
"31","1",31,50,0.0479424338811587,0.0384615384615385,16
"32","1",32,50,0.0796164786614978,0.0588235294117647,11
"33","1",33,50,0.0279980785654226,0.0256410256410256,8
"34","1",34,50,0.0367274351795241,0.0277777777777778,6
"35","1",35,50,0.0952546771608623,0.0909090909090909,2
"36","1",36,50,0.023320649950064,0.0344827586206896,10
"37","1",37,50,0.0521069649567648,0.0263157894736842,11
"38","1",38,50,0.125768608699175,0.0833333333333333,8
"39","1",39,50,0.0247183026914602,0.0333333333333333,12
"40","1",40,50,0.0300648971299016,0.0357142857142857,7
"41","1",41,50,0.0315191599190917,0.027027027027027,15
"42","1",42,50,0.0457057191569364,0.0454545454545454,3
"43","1",43,50,0.0357094243292401,0.0357142857142857,9
"44","1",44,50,0.0280452923294264,0.03125,12
"45","1",45,50,0.0559635897690846,0.1,2
"46","1",46,50,0.0381915967689208,0.0344827586206896,9
"47","1",47,50,0.0490334239997862,0.125,11
"48","1",48,50,0.044070597418917,0.1,7
"49","1",49,50,0.114641141969919,0.333333333333333,13
"50","1",50,50,0,0,5
"51","2",1,50,0.0443352578417786,0.0238095238095238,2
"52","2",2,50,0.0548480028014229,0.0416666666666667,9
"53","2",3,50,0.0529473616193147,0.032258064516129,20
"54","2",4,50,0.0463756835126932,0.025,13
"55","2",5,50,0.0530537504367889,0.0384615384615385,15
"56","2",6,50,0.0496149808496965,0.0256410256410256,13
"57","2",7,50,0.0524436960316394,0.0416666666666667,17
"58","2",8,50,0.0511791677045884,0.0357142857142857,7
"59","2",9,50,0.0591574349343559,0.0476190476190476,10
"60","2",10,50,0.0525119007538932,0.025,1
"61","2",11,50,0.0374338153425327,0.0238095238095238,8
"62","2",12,50,0.0459537821278661,0.03125,6
"63","2",13,50,0.0441141124533586,0.0344827586206896,19
"64","2",14,50,0.0462524920288622,0.03125,2
"65","2",15,50,0.0515663416919829,0.0303030303030303,15
"66","2",16,50,0.0556108142903257,0.0434782608695652,19
"67","2",17,50,0.0499475241580452,0.0208333333333333,20
"68","2",18,50,0.0526434802875821,0.0526315789473684,15
"69","2",19,50,0.0363229526613846,0.0294117647058823,16
"70","2",20,50,0.0288396918124378,0.0222222222222222,6
"71","2",21,50,0.0414904532941949,0.0384615384615385,16
"72","2",22,50,0.0693585026761359,0.142857142857143,5
"73","2",23,50,0.0996117613056456,0.0909090909090909,2
"74","2",24,50,0.0559191061373981,0.0526315789473684,18
"75","2",25,50,0.0601518741281565,0.0833333333333333,6
"76","2",26,50,0.0636160529275089,0.0476190476190476,9
"77","2",27,50,0.0371722710160411,0.0294117647058823,16
"78","2",28,50,0.053073407738209,0.1,2
"79","2",29,50,0.136093814629884,0.142857142857143,14
"80","2",30,50,0.044168584374997,0.032258064516129,3
"81","2",31,50,0.0280338460040733,0.0454545454545454,2
"82","2",32,50,0.0272521091783711,0.0178571428571428,7
"83","2",33,50,0.11411619102325,0.111111111111111,13
"84","2",34,50,0.0342066712820478,0.0416666666666667,5
"85","2",35,50,0.0386598693618231,0.0217391304347826,14
"86","2",36,50,0.0713345940811876,0.125,11
"87","2",37,50,0.0419974256491668,0.0384615384615385,16
"88","2",38,50,0.0208863650307442,0.0232558139534884,7
"89","2",39,50,0.0782945131347576,0.111111111111111,6
"90","2",40,50,0.0444154670469668,0.0769230769230769,14
"91","2",41,50,0.0448906033943571,0.0263157894736842,12
"92","2",42,50,0.0207408774305073,0.0434782608695652,11
"93","2",43,50,0.0579010621899142,0.111111111111111,12
"94","2",44,50,0.0536339444154038,0.0909090909090909,6
"95","2",45,50,0.0634902780864554,0.0434782608695652,20
"96","2",46,50,0.0266346533846699,0.0476190476190476,2
"97","2",47,50,0.0605285218090535,0.142857142857143,17
"98","2",48,50,0.0356376827944978,0.0555555555555556,4
"99","2",49,50,0.0304153833906804,0.0769230769230769,18
"100","2",50,50,0,0,6
"101","3",1,50,0.0478875516449368,0.0277777777777778,3
"102","3",2,50,0.059596642155246,0.0416666666666667,11
"103","3",3,50,0.0425473132262551,0.0263157894736842,15
"104","3",4,50,0.043354953428197,0.0256410256410256,16
"105","3",5,50,0.0429949450452526,0.0238095238095238,14
"106","3",6,50,0.0590620587233833,0.0434782608695652,11
"107","3",7,50,0.0701440582786,0.0714285714285714,14
"108","3",8,50,0.045002056256855,0.0344827586206896,15
"109","3",9,50,0.0474730185408864,0.0357142857142857,14
