"","draw","district","total_pop","b1_probs","b2_wgt","parent"
"1","1",1,50,0.0441545312654627,0.0208333333333333,1
"2","1",2,50,0.0425980485661499,0.0208333333333333,19
"3","1",3,50,0.0560331667857469,0.0333333333333333,5
"4","1",4,50,0.0616523302547614,0.04,2
"5","1",5,50,0.0402817545923438,0.0238095238095238,5
"6","1",6,50,0.0348387123200106,0.0217391304347826,9
"7","1",7,50,0.0701393434734211,0.0625,18
"8","1",8,50,0.0569866312969146,0.04,5
"9","1",9,50,0.0444211750422285,0.0256410256410256,9
"10","1",10,50,0.0563271876529209,0.0714285714285714,1
"11","1",11,50,0.0338867726909062,0.025,10
"12","1",12,50,0.0627239697674459,0.0256410256410256,2
"13","1",13,50,0.049200017936924,0.0208333333333333,19
"14","1",14,50,0.052232402461919,0.025,20
"15","1",15,50,0.0283576741356787,0.0238095238095238,2
"16","1",16,50,0.0491042137415857,0.0344827586206896,7
"17","1",17,50,0.0534752308750336,0.0384615384615385,2
"18","1",18,50,0.0555288907221016,0.0454545454545454,6
"19","1",19,50,0.0365751963813292,0.027027027027027,11
"20","1",20,50,0.0554662471164831,0.0344827586206896,12
"21","1",21,50,0.0511366992990211,0.0714285714285714,16
"22","1",22,50,0.044889014704388,0.05,3
"23","1",23,50,0.0841576616715105,0.0714285714285714,2
"24","1",24,50,0.0363506920363192,0.04,19
"25","1",25,50,0.0377588382728146,0.0416666666666667,17
"26","1",26,50,0.0355928368268418,0.0454545454545454,11
"27","1",27,50,0.0470984134528408,0.04,19
"28","1",28,50,0.046489733764236,0.0588235294117647,5
"29","1",29,50,0.0281666298738598,0.0434782608695652,7
"30","1",30,50,0.0575196330787755,0.0384615384615385,18
"31","1",31,50,0.0643338358250816,0.111111111111111,19
"32","1",32,50,0.0446406766507467,0.0526315789473684,10
"33","1",33,50,0.0426296803626667,0.0333333333333333,3
"34","1",34,50,0.0476403748713549,0.0588235294117647,16
"35","1",35,50,0.0632603506319371,0.0588235294117647,9
"36","1",36,50,0.0673613377521767,0.0555555555555556,12
"37","1",37,50,0.0526407359958262,0.1,1
"38","1",38,50,0.0474016533049984,0.0714285714285714,12
"39","1",39,50,0.093686676216559,0.142857142857143,9
"40","1",40,50,0.0205076933964263,0.0833333333333333,15
"41","1",41,50,0.0603836313514158,0.0454545454545454,2
"42","1",42,50,0.0399831294480182,0.05,10
"43","1",43,50,0.0801734326805711,0.0526315789473684,4
"44","1",44,50,0.0223281064561712,0.0277777777777778,18
"45","1",45,50,0.0800674842221032,0.1,4
"46","1",46,50,0.0445045232435164,0.166666666666667,12
"47","1",47,50,0.0762684467416244,0.2,10
"48","1",48,50,0.100153590008524,0.25,5
"49","1",49,50,0.0473706022616361,0.125,14
"50","1",50,50,0,0,11
