"","draw","district","total_pop","b1_probs","b2_wgt","parent"
"1","1",1,761535,0.0474747426674099,0.00847457627118644,1
"2","1",2,756778,0.0468188515309951,0.00666666666666667,15
"3","1",3,762158,0.0418068291416665,0.00840336134453781,14
"4","1",4,757867,0.0460083944388501,0.008,18
"5","1",5,759246,0.0422167852953493,0.00714285714285715,5
"6","1",6,763496,0.0432194519161857,0.00900900900900901,1
"7","1",7,759663,0.0697110247929399,0.0232558139534884,17
"8","1",8,760119,0.0570636588168462,0.0102040816326531,3
"9","1",9,757938,0.041678571109326,0.00813008130081301,9
"10","1",10,757201,0.0314646073175029,0.00591715976331361,16
"11","1",11,759216,0.0362923562585735,0.00675675675675676,14
"12","1",12,759661,0.0529944071120853,0.0119047619047619,9
"13","1",13,762656,0.0757601807042856,0.032258064516129,2
"14","1",14,756922,0.0302224603020849,0.00645161290322581,1
"15","1",15,756948,0.0512273106176001,0.00649350649350649,15
"16","1",16,756939,0.103648477555989,0.0434782608695652,3
"17","1",17,761158,0.0629801813061699,0.0204081632653061,3
"18","1",18,761762,0.0459001493387847,0.008,7
"19","1",19,761907,0.0391090706666764,0.0101010101010101,7
"20","1",20,757730,0.0394741496801053,0.0169491525423729,5
"21","1",21,759410,0.0479673366174328,0.0175438596491228,1
"22","1",22,758859,0.042668664337572,0.0108695652173913,6
"23","1",23,761933,0.0378475401863311,0.00869565217391304,9
"24","1",24,761147,0.0498536166410801,0.0178571428571428,4
"25","1",25,760847,0.0323691393069566,0.0078740157480315,4
"26","1",26,762739,0.0362775780879245,0.0169491525423729,7
"27","1",27,762281,0.0920651274999139,0.0588235294117647,17
"28","1",28,760654,0.0402692615885768,0.00763358778625955,7
"29","1",29,759601,0.0535993271055192,0.0135135135135135,10
"30","1",30,757489,0.0343103452780499,0.0135135135135135,6
"31","1",31,758603,0.0332792708394447,0.0099009900990099,15
"32","1",32,763004,0.0722905755876331,0.0119047619047619,2
"33","1",33,758276,0.0507232541020724,0.0106382978723404,15
"34","1",34,760042,0.042742621720787,0.00892857142857143,4
"35","1",35,762598,0.0521862657243455,0.0149253731343284,19
"36","1",36,761359,0.0533483938046723,0.0196078431372549,14
