"","draw","district","total_pop","b1_probs","b2_wgt","parent"
"1","1",1,757526,0.0483248271012258,0.00826446280991735,1
"2","1",2,760121,0.0588656366553588,0.0117647058823529,3
"3","1",3,758126,0.0533804874315359,0.0128205128205128,5
"4","1",4,762580,0.0516442511771987,0.0108695652173913,6
"5","1",5,756771,0.051332735996143,0.00826446280991735,13
"6","1",6,760567,0.0386885665412054,0.00961538461538462,19
"7","1",7,758301,0.0400821560267804,0.0106382978723404,2
"8","1",8,758304,0.041362283995274,0.00689655172413793,17
"9","1",9,759248,0.0464042129042505,0.00943396226415094,7
"10","1",10,762850,0.0795886148837185,0.04,7
"11","1",11,762209,0.0516931138939998,0.0163934426229508,1
"12","1",12,759668,0.0306036381584236,0.00546448087431694,20
"13","1",13,758002,0.0516688579125165,0.0256410256410256,15
"14","1",14,760776,0.0558859688313003,0.0172413793103448,16
"15","1",15,764088,0.0878548531174544,0.0303030303030303,2
"16","1",16,759570,0.0404838502163448,0.0087719298245614,6
"17","1",17,762024,0.0713913403682247,0.0204081632653061,2
"18","1",18,758476,0.0408468022366977,0.0136986301369863,9
"19","1",19,759715,0.0305602241772128,0.00775193798449613,16
"20","1",20,761440,0.0418899490989852,0.00934579439252337,18
"21","1",21,762694,0.0328845104111199,0.00704225352112676,13
"22","1",22,762370,0.0396029770697875,0.0108695652173913,15
"23","1",23,759738,0.05266027896119,0.0238095238095238,9
"24","1",24,763375,0.0500995265711831,0.00952380952380953,20
"25","1",25,761819,0.0667266231135282,0.0434782608695652,18
"26","1",26,763729,0.0263340325172655,0.00892857142857143,13
"27","1",27,759084,0.0276510947787891,0.00746268656716418,2
"28","1",28,761350,0.032418923067847,0.00961538461538462,18
"29","1",29,759354,0.0338341119022151,0.0151515151515152,9
"30","1",30,758760,0.0345138094276265,0.015625,13
"31","1",31,756994,0.0309893155335748,0.00704225352112676,18
"32","1",32,758611,0.0463843822516022,0.0128205128205128,15
"33","1",33,757442,0.0638725729428904,0.0222222222222222,6
"34","1",34,759683,0.037610214329184,0.00813008130081301,6
"35","1",35,757903,0.0880652434605192,0.0416666666666667,2
"36","1",36,760411,0.0219322650430219,0.00657894736842105,7
"37","1",37,762355,0.0468149485520656,0.0303030303030303,2
"38","1",38,762680,0.0622926496552329,0.0277777777777778,18
"39","1",39,759102,0.051539661995578,0.0192307692307692,19
"40","1",40,760116,0.0449770121558433,0.0357142857142857,1
"41","1",41,761803,0.046304554978479,0.010989010989011,11
"42","1",42,757207,0.0455374428001313,0.0192307692307692,2
"43","1",43,762378,0.0557038132516352,0.0303030303030303,9
"44","1",44,760728,0.018794891876807,0.0217391304347826,13
"45","1",45,758126,0.0229188301349466,0.0126582278481013,12
"46","1",46,758221,0.0154843697834617,0.0140845070422535,6
"47","1",47,763401,0.0311867352042956,0.0128205128205128,7
"48","1",48,757852,0.0257955093316431,0.0222222222222222,17
"49","1",49,761468,0.0919015060013572,0.0344827586206896,17
"50","1",50,764055,0.060626596494717,0.0169491525423729,7
"51","1",51,762106,0.0707295316361563,0.0454545454545454,10
"52","1",52,762946,0,0,3
"53","2",1,757526,0.0500061906466675,0.00884955752212389,2
"54","2",2,760121,0.0583680845767283,0.00970873786407767,6
"55","2",3,758126,0.0624487092318786,0.0163934426229508,15
"56","2",4,762580,0.0424081305285729,0.00840336134453781,17
"57","2",5,756771,0.035195485438144,0.00523560209424084,11
"58","2",6,760567,0.0676287042007969,0.0181818181818182,18
"59","2",7,758301,0.0524321972238621,0.0117647058823529,17
"60","2",8,758304,0.0497918891964476,0.00917431192660551,18
"61","2",9,759248,0.0507251639694385,0.00917431192660551,13
"62","2",10,762850,0.0414842921496848,0.0119047619047619,10
"63","2",11,762209,0.0300842075887721,0.00520833333333333,5
"64","2",12,759668,0.0478938351673128,0.00793650793650794,4
"65","2",13,758002,0.0607635518144035,0.0204081632653061,16
"66","2",14,760776,0.0608362859353513,0.0136986301369863,4
"67","2",15,764088,0.0445436758787364,0.00719424460431655,8
"68","2",16,759570,0.0421955929049164,0.0104166666666667,15
"69","2",17,762024,0.0507674328852109,0.0166666666666667,13
"70","2",18,758476,0.0541184088925088,0.0140845070422535,16
"71","2",19,759715,0.0256344878028614,0.00657894736842105,3
"72","2",20,761440,0.0738922771048897,0.0135135135135135,3
"73","2",21,762694,0.0499335401092844,0.037037037037037,12
"74","2",22,762370,0.045799386203827,0.0196078431372549,13
"75","2",23,759738,0.0517064572949418,0.0119047619047619,19
"76","2",24,763375,0.0785403001546366,0.0217391304347826,12
"77","2",25,761819,0.0263550323262273,0.00666666666666667,19
"78","2",26,763729,0.0438255255718396,0.0062111801242236,13
"79","2",27,759084,0.0498030051426393,0.0133333333333333,20
"80","2",28,761350,0.0536354474030247,0.0163934426229508,9
"81","2",29,759354,0.13625855501172,0.0526315789473684,18
"82","2",30,758760,0.03794282996862,0.0196078431372549,16
"83","2",31,756994,0.0484891018082145,0.0204081632653061,4
"84","2",32,758611,0.0499204595978677,0.0169491525423729,6
"85","2",33,757442,0.045993346531643,0.0131578947368421,7
"86","2",34,759683,0.07532127236967,0.037037037037037,7
"87","2",35,757903,0.0492112177518506,0.0188679245283019,2
"88","2",36,760411,0.0360134993737727,0.0163934426229508,2
"89","2",37,762355,0.0505671972186543,0.024390243902439,13
"90","2",38,762680,0.0438603450939958,0.0158730158730159,15
"91","2",39,759102,0.0501906116874763,0.0588235294117647,9
"92","2",40,760116,0.249557510983795,0.0909090909090909,18
"93","2",41,761803,0.113695454268087,0.0909090909090909,14
"94","2",42,757207,0.0221654424188187,0.0158730158730159,6
"95","2",43,762378,0.0515621013308914,0.025,1
"96","2",44,760728,0.0896431200663826,0.024390243902439,7
"97","2",45,758126,0.0578569493648791,0.333333333333333,5
"98","2",46,758221,0.0514389958681193,0.0909090909090909,10
"99","2",47,763401,0.0544562603175925,0.0120481927710843,12
"100","2",48,757852,0.032825573490958,0.0120481927710843,17
"101","2",49,761468,0.0225121857250409,0.0196078431372549,3
"102","2",50,764055,0.0204255190627019,0.010752688172043,10
