filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41,gen_42,gen_43,gen_44,gen_45,gen_46,gen_47,gen_48,gen_49,gen_50,gen_51,gen_52,gen_53,gen_54,gen_55,gen_56,gen_57,gen_58,gen_59,gen_60,gen_61,gen_62
55740092_ny_vtd_to_63_with_5000_sims,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1504,1426,1426,1426,1426,1358,1358,873,873,873,864,864,864,639,384,379,379,194,109,36
48035896_ny_vtd_to_63_with_5000_sims,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4995,4989,4989,4989,4729,4054,4054,4054,4054,2166,797,468,445,445,445,393,393,203,113,108,50,38
22387507_ny_vtd_to_63_with_5000_sims,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2471,2467,2467,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,1245,750,710,563,493,493,493,239,128,59,42
26060195_ny_vtd_to_63_with_5000_sims,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4770,4749,4749,4367,4367,4367,4367,4336,4336,4336,4336,4336,4336,4336,4336,4336,4336,4336,3463,3463,3463,3359,3356,3281,3281,3161,3134,3134,3134,3134,3134,3134,2515,1937,855,425,425,423,423,265,30
85531288_ny_vtd_to_63_with_5000_sims,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,1968,1629,1624,1624,1443,643,643,547,494,345,213,181,55
45478730_ny_vtd_to_63_with_5000_sims,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,3037,1993,1993,1993,1993,1993,1036,957,957,813,728,728,478,280,177,85,32
21902538_ny_vtd_to_63_with_5000_sims,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2608,2608,2608,2608,2608,1574,1033,942,480,243,221,182,112,85,54,24
3006652_ny_vtd_to_63_with_5000_sims,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433,2322,2322,2322,2322,2322,2322,2322,2194,2194,1965,1965,1752,1752,1428,1428,809,809,799,799,432,327,152,98,33
3310652_ny_vtd_to_63_with_5000_sims,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,3198,3198,3198,3198,3198,3198,3198,3035,2007,1330,1330,1330,709,709,693,648,378,273,254,122,74,23
35582018_ny_vtd_to_63_with_5000_sims,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,675,593,549,511,423,423,401,401,221,221,160,80,47
2368284_ny_vtd_to_63_with_5000_sims,3400,3400,3400,3400,3400,3400,3400,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3350,3350,3350,3350,3350,3350,2643,2643,2643,2643,2643,2643,2643,2243,2243,1873,1559,1559,1559,1559,905,905,649,505,479,326,326,326,227,46
24657348_ny_vtd_to_63_with_5000_sims,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531,1491,1458,1458,1458,1458,1458,818,771,357,200,56
57935931_ny_vtd_to_63_with_5000_sims,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,866,866,850,747,747,747,509,133,70,30
63202943_ny_vtd_to_63_with_5000_sims,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3630,3629,3629,3629,3629,3629,3137,1539,992,444,374,374,131,45
78741568_ny_vtd_to_63_with_5000_sims,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1057,1057,911,911,911,911,911,911,911,911,911,628,169,63,30
6598746_ny_vtd_to_63_with_5000_sims,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,3435,3435,3435,3435,3435,3259,3259,3079,3079,3079,3079,3079,3079,3079,3079,3079,1786,887,620,451,170,83,83,28
33453395_ny_vtd_to_63_with_5000_sims,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,2244,2028,2028,2028,2028,2028,2028,2028,2002,2002,2002,2002,2002,2002,2002,1807,1807,1807,1807,1275,239,125,53
3134348_ny_vtd_to_63_with_5000_sims,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,4961,2476,2476,2476,2476,2476,2476,2132,2132,2132,2132,1659,1387,1387,1381,836,807,806,806,806,585,585,585,410,363,305,305,305,182,178,81,40
57639382_ny_vtd_to_63_with_5000_sims,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3644,3644,3644,3562,3562,3562,3562,3562,1884,1349,790,412,396,396,396,170,74,28
18382150_ny_vtd_to_63_with_5000_sims,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,3161,3161,3161,3161,3161,3161,3161,3161,3161,1830,811,677,257,119,107,32
63365011_ny_vtd_to_63_with_5000_sims,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3311,1230,1203,1150,1150,1076,1076,1013,839,555,555,463,122,52
95278912_ny_vtd_to_63_with_5000_sims,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553,2422,1931,1886,1597,907,907,895,895,895,413,240,82,46
4590450_ny_vtd_to_63_with_5000_sims,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4740,4740,4740,4740,4740,4740,4740,4566,4566,4167,3001,2430,2430,2430,1331,1245,1175,1135,921,921,453,262,100,51
17415216_ny_vtd_to_63_with_5000_sims,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4070,4070,4070,4070,4070,4070,4070,4051,4051,4051,4051,4051,4051,4032,4032,3492,3167,3167,3167,3167,2664,2664,1021,976,976,707,707,707,558,238,77,43
722459_ny_vtd_to_63_with_5000_sims,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,1111,1111,756,756,756,756,756,756,756,756,756,756,660,330,193,111,34
70201894_ny_vtd_to_63_with_5000_sims,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3706,3706,3706,3706,3706,3706,3706,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2399,2399,2399,2282,2282,2282,2282,2163,2163,2163,2163,2163,1934,1934,1649,1154,1154,1154,1154,789,402,267,187,74,38
57579860_ny_vtd_to_63_with_5000_sims,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1835,1835,1832,1832,1832,1832,1832,1832,1832,1832,1323,1323,506,259,211,109,42
33057608_ny_vtd_to_63_with_5000_sims,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,1732,1143,991,991,763,229,194,84,34
96942879_ny_vtd_to_63_with_5000_sims,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,1408,1376,1376,1376,1376,1376,1376,1376,1376,1376,1375,1306,1306,1306,1306,1306,1306,1283,964,964,964,964,964,681,430,358,188,106,80,59
35729440_ny_vtd_to_63_with_5000_sims,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1561,1561,1131,1128,1044,819,598,595,595,595,595,595,595,422,422,374,149,136,37
57402448_ny_vtd_to_63_with_5000_sims,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1532,1532,1532,1532,1530,1473,1473,1473,1473,1473,1397,1397,1397,1082,748,748,748,748,748,748,499,327,208,145,68,44
63775325_ny_vtd_to_63_with_5000_sims,4007,4007,4007,4007,4007,4007,4007,4007,4007,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,3819,3819,3819,3819,3634,3577,3577,3577,3294,3294,3294,1538,530,278,94,53
85237376_ny_vtd_to_63_with_5000_sims,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2250,2250,2250,2250,2185,2085,2085,2085,2085,2085,2085,2085,1832,1832,1832,154,149,89,66
60183336_ny_vtd_to_63_with_5000_sims,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4611,4611,4567,4567,4567,4567,4567,4567,4567,4567,4567,4567,4567,4567,4567,3727,3080,2764,1609,1278,471,316,296,196,106,106,55
11853384_ny_vtd_to_63_with_5000_sims,2286,2286,2286,2286,2286,2286,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2272,2272,2272,2272,2272,2272,2272,1279,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,929,929,929,929,929,929,503,173,100,37
2903350_ny_vtd_to_63_with_5000_sims,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4418,4418,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4335,4335,2518,1887,1887,1308,1023,312,132,26
38932110_ny_vtd_to_63_with_5000_sims,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1238,1238,1238,1238,578,366,243,143,24
82154920_ny_vtd_to_63_with_5000_sims,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4608,4608,4608,4608,4608,4608,4605,4605,4605,4605,4605,4605,4605,4605,4605,4605,4605,4605,4605,4605,4605,4124,4124,4124,2732,890,479,398,398,355,355,355,141,79,34
93708384_ny_vtd_to_63_with_5000_sims,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,1961,1961,1501,1501,1501,1226,1226,1148,1148,1148,1148,1148,1148,1148,1148,1148,625,196,86,46
32143189_ny_vtd_to_63_with_5000_sims,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4459,4459,4459,4459,4459,2469,2275,1790,1752,1752,932,226,183,109,64,23
13957510_ny_vtd_to_63_with_5000_sims,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2677,2677,2677,2677,2677,2677,2677,2677,2677,2617,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1353,887,562,562,376,376,287,283,200,166,166,49
43224155_ny_vtd_to_63_with_5000_sims,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,759,511,404,347,164,114,65
14454760_ny_vtd_to_63_with_5000_sims,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1846,1846,1280,1280,1280,1280,784,436,136,40
65953075_ny_vtd_to_63_with_5000_sims,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1586,1586,1412,1412,1412,1402,1402,1402,1402,1402,1402,1402,1402,1402,894,749,733,641,421,360,360,281,135,130,69,37
114032_ny_vtd_to_63_with_5000_sims,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,2726,2726,2726,2102,2102,2102,2102,1043,1043,1043,744,315,143,40
57443403_ny_vtd_to_63_with_5000_sims,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,3122,945,945,945,945,781,781,473,473,473,382,322,86,46
6578820_ny_vtd_to_63_with_5000_sims,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,1583,1583,1583,1519,1519,1519,1496,1496,1489,1489,1257,1257,550,186,38
53182019_ny_vtd_to_63_with_5000_sims,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3579,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3428,1815,1815,1815,1783,1171,1162,1162,1162,1162,1162,674,634,360,360,360,360,231,77,55
97095651_ny_vtd_to_63_with_5000_sims,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,3265,3265,2991,2991,2991,2593,2593,1549,1549,1549,1012,1012,1012,837,566,532,490,490,363,363,363,363,154,104,55,27
88584463_ny_vtd_to_63_with_5000_sims,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,1734,1734,1734,1520,1480,1436,1176,1176,1176,1103,821,665,665,665,282,106,95,68
10655075_ny_vtd_to_63_with_5000_sims,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4589,4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,3882,3882,3882,3882,3177,2538,2529,808,431,249,234,100,55,25
90629480_ny_vtd_to_63_with_5000_sims,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3643,3643,3643,3643,3643,3643,3643,3643,3643,3617,3617,3617,1761,754,754,495,495,495,495,495,495,360,360,360,360,323,151,145,81,39
10760493_ny_vtd_to_63_with_5000_sims,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,1986,1986,1986,1986,1986,1986,1131,1131,1131,796,742,742,143,42
73631980_ny_vtd_to_63_with_5000_sims,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4497,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,3717,2141,2141,1164,671,426,418,327,159,78,34
70758792_ny_vtd_to_63_with_5000_sims,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4852,4852,1569,1569,1569,1569,1569,1569,1569,1569,1296,1296,1296,1296,1249,672,632,175,65
46874238_ny_vtd_to_63_with_5000_sims,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,2894,2894,2500,2190,2024,2024,2024,2024,2023,2023,2023,2023,2023,2023,2023,1032,1032,1032,955,955,955,909,909,873,821,821,821,619,317,207,92,39
20770750_ny_vtd_to_63_with_5000_sims,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1623,1623,1623,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1112,1075,905,905,304,277,253,253,253,121,28
4529140_ny_vtd_to_63_with_5000_sims,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4804,4748,4748,4748,4748,4748,4748,3527,3527,1618,649,627,627,627,525,365,302,113,63,38
69008272_ny_vtd_to_63_with_5000_sims,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1191,1191,1143,942,942,903,893,893,536,203,77,26
75370762_ny_vtd_to_63_with_5000_sims,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,4984,3878,3878,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,1672,1672,1014,392,170,80,26
87159380_ny_vtd_to_63_with_5000_sims,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,3039,2939,2939,2939,2939,2386,2359,2340,2340,1669,1527,1368,1368,864,840,741,632,428,281,146,56,26
42519240_ny_vtd_to_63_with_5000_sims,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2570,2570,2570,2570,2570,2570,2570,2570,2570,2570,2570,2570,2570,2556,2556,2555,2555,2555,2555,2555,2555,2553,2553,2553,2553,2553,2551,2551,2551,2551,2551,1134,1015,293,102,70,41
98596733_ny_vtd_to_63_with_5000_sims,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,914,914,914,811,479,479,479,464,429,429,231,108,43
54106801_ny_vtd_to_63_with_5000_sims,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1771,1771,1771,1771,1765,1765,1765,1765,1765,1765,1765,1749,1476,783,454,311,311,311,311,136,39
48197610_ny_vtd_to_63_with_5000_sims,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1306,1306,937,937,937,937,937,937,937,937,937,937,362,362,362,86,37
3199050_ny_vtd_to_63_with_5000_sims,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,2889,2878,2878,2878,2878,2878,1190,874,874,874,615,615,615,578,425,255,119,52,43
88313595_ny_vtd_to_63_with_5000_sims,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2361,2361,2361,1957,1957,1957,1917,1917,1859,1849,1849,1200,1181,1076,848,848,848,733,733,733,496,103
26298579_ny_vtd_to_63_with_5000_sims,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4918,4901,4901,4901,4901,4900,4900,4900,4900,4900,4900,3225,3225,3225,3168,3130,2785,2182,1763,1760,1756,1756,1756,1756,1756,1756,1756,1507,841,592,592,592,268,122,55
