filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41,gen_42,gen_43,gen_44,gen_45,gen_46,gen_47,gen_48,gen_49,gen_50,gen_51,gen_52,gen_53,gen_54,gen_55,gen_56,gen_57,gen_58,gen_59,gen_60,gen_61,gen_62
35773445_ny_vtd_to_63_with_5000_sims,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2178,2085,1999,1999,1999,1992,1959,1958,1958,1958,1958,1958,1958,1958,1958,1958,1113,707,339,119,112,26
49684884_ny_vtd_to_63_with_5000_sims,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,1789,1789,1789,1536,1536,1536,1536,1536,1536,1536,1045,971,971,341,281,231,168,140,67,47
23137065_ny_vtd_to_63_with_5000_sims,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,1157,1157,1157,1157,671,364,364,364,150,61,29
61211582_ny_vtd_to_63_with_5000_sims,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,1982,1982,1982,1982,1195,1195,1195,1195,1195,1001,1001,1001,574,574,439,346,346,139,54
2310684_ny_vtd_to_63_with_5000_sims,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2698,2250,2250,2250,2250,2250,2250,2250,2250,2250,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2041,2041,2041,2041,2041,2041,2041,2041,2041,2019,2019,1912,1786,1786,1786,1786,1786,1786,1277,813,65
60244614_ny_vtd_to_63_with_5000_sims,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4933,4933,4880,4880,4880,4880,4880,4880,4880,4437,4437,3942,3942,3942,3941,3935,3935,3935,3935,3935,2737,2737,1786,951,940,677,483,265,68,37
81521625_ny_vtd_to_63_with_5000_sims,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1075,1075,1075,1023,1023,1023,1023,1023,1023,1023,1023,1023,694,677,677,544,544,544,544,544,363,327,327,296,296,163,93
10248600_ny_vtd_to_63_with_5000_sims,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,4111,4111,4111,4111,4111,4111,4111,4111,4111,4007,4007,2804,2804,1789,1224,880,280,108,39
13505372_ny_vtd_to_63_with_5000_sims,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2875,2875,2875,2875,2303,2303,2303,2303,2303,2303,2303,1872,1872,1872,1872,1872,1872,1872,1872,1667,1667,1667,1667,1667,1667,1667,1149,1149,638,638,358,39
60007748_ny_vtd_to_63_with_5000_sims,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911,4667,4667,4667,4667,4667,4667,4384,4384,4384,4384,4384,4384,4379,4379,4379,4379,4379,3390,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,2118,2118,2118,2118,2118,1047,968,968,968,944,944,944,944,804,524,160,135,90,31
1463220_ny_vtd_to_63_with_5000_sims,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1270,1270,1270,1270,1270,1270,1270,1270,1270,1161,1161,1159,1159,1159,1159,1152,1152,1152,1152,734,734,654,439,230,122,37
2785920_ny_vtd_to_63_with_5000_sims,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3052,3052,2839,2839,2839,2839,2008,1101,648,648,648,648,648,648,648,648,648,207,129,27
18550749_ny_vtd_to_63_with_5000_sims,4410,4410,4410,4410,4410,4410,4410,4410,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4324,4129,4120,4120,4120,4120,4120,4120,4120,2408,2408,2408,2408,2408,2408,2408,2408,1182,750,147,92,41
9289916_ny_vtd_to_63_with_5000_sims,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4700,4675,4675,4675,4675,4675,4675,4675,4675,4675,4675,4642,4642,4642,4576,3814,3398,3398,3398,3398,3293,3293,3293,3293,3293,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,1290,846,330,106,38
70353408_ny_vtd_to_63_with_5000_sims,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4993,4990,4990,4990,4813,4813,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,3783,3783,3783,3783,3783,2955,2955,2831,1032,1031,1031,1031,1031,1031,1031,719,354,354,253,94,54,20
35911606_ny_vtd_to_63_with_5000_sims,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,1837,1056,1056,1000,508,446,446,301,72,40
60342920_ny_vtd_to_63_with_5000_sims,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3460,3460,3460,3460,3375,3375,2940,2939,2939,2791,2791,2791,2791,2759,2759,2759,2759,2759,2659,2659,2659,2659,2659,2659,2658,2658,2658,2658,2658,2658,2658,2640,553,333,202,202,202,176,117,59
54216500_ny_vtd_to_63_with_5000_sims,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,1626,1626,1450,1450,1450,1450,1450,1450,1164,1164,1164,651,651,496,366,366,359,95
54030212_ny_vtd_to_63_with_5000_sims,2523,2523,2523,2523,2523,2523,2523,2523,2523,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2103,2103,2103,1704,1704,1704,1661,1661,1119,566,522,479,229,213,116,32
33196979_ny_vtd_to_63_with_5000_sims,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,4989,3192,3192,3192,3192,3192,3192,2894,2828,2252,2252,2252,2252,2252,2247,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1864,1343,1343,1343,1343,1343,1087,755,755,596,596,596,319,262,106,38
59287059_ny_vtd_to_63_with_5000_sims,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2609,2148,2148,2148,2148,2138,2138,2138,2138,2138,2138,2138,2138,2138,1641,1641,1641,1641,1641,1641,1319,1171,1171,1171,1171,1171,1171,1171,709,411,411,319,315,159,133,47,21
39812700_ny_vtd_to_63_with_5000_sims,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2020,2020,2003,1730,1730,1730,1728,1728,1305,1305,1305,885,818,584,538,495,495,495,357,56
47500496_ny_vtd_to_63_with_5000_sims,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2525,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2453,2223,2223,2124,1526,1385,1385,1057,335,128,61
77641836_ny_vtd_to_63_with_5000_sims,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,2907,2907,1708,890,734,734,494,480,478,478,350,350,190,190,118
7361772_ny_vtd_to_63_with_5000_sims,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,3095,2157,953,610,571,182,49
40204192_ny_vtd_to_63_with_5000_sims,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4428,4428,4428,4428,4428,4428,4428,4428,4428,4428,4428,3378,3378,3378,3378,2860,2860,1504,1504,1504,1356,1356,1356,1356,322,161,68,28
95102144_ny_vtd_to_63_with_5000_sims,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3518,3518,3518,2051,1771,929,720,720,463,463,463,463,436,271,251,251,251,31
13887596_ny_vtd_to_63_with_5000_sims,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,3451,3451,3451,3451,3451,3451,2904,2904,2904,2904,2904,2904,2904,2904,1069,1069,935,935,935,935,935,935,935,935,935,923,923,923,923,923,921,921,921,921,921,921,211,108,33
1612020_ny_vtd_to_63_with_5000_sims,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4763,4763,4763,4763,4763,4668,4030,3797,3797,3438,3215,3194,3194,3194,3194,2721,2721,2721,1972,749,436,436,436,436,436,419,233,233,116,39
65150400_ny_vtd_to_63_with_5000_sims,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2296,2296,2296,2296,2296,1772,1772,1600,1548,1515,1515,1515,1515,1515,1515,1515,1515,1486,880,880,880,766,766,751,503,194,124,25
21660570_ny_vtd_to_63_with_5000_sims,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4276,4276,4276,4276,4150,3434,3434,2154,2154,1314,1314,744,744,744,744,619,619,380,263,228,180,116,45
4402188_ny_vtd_to_63_with_5000_sims,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2014,1181,584,537,499,399,265,265,119,119,54
51924273_ny_vtd_to_63_with_5000_sims,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1124,870,365,329,318,311,67,25
20825488_ny_vtd_to_63_with_5000_sims,2825,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,2596,2537,2537,2537,2352,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,1042,1042,612,230,94,66
6458712_ny_vtd_to_63_with_5000_sims,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4328,4328,4328,4328,4328,4300,4229,4229,3406,3406,3406,3398,3398,3398,3398,3398,3390,3390,3390,3390,3390,3390,3390,3390,3390,1665,1616,1487,1487,1487,1487,312,312,238,218,218,150,25
4669840_ny_vtd_to_63_with_5000_sims,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,1989,1989,1566,1566,1566,1483,1239,1239,1220,1220,1220,1072,556,238,74,48
9595758_ny_vtd_to_63_with_5000_sims,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2598,2305,2298,2298,2298,2298,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,1464,1303,1303,1303,1303,1303,579,270,168,157,48
54735365_ny_vtd_to_63_with_5000_sims,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2084,2083,2083,2083,2083,1314,1314,1314,1314,1314,1267,837,837,638,638,638,240,240,181,54,49
29739199_ny_vtd_to_63_with_5000_sims,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1538,1538,1176,1073,1073,855,855,855,855,855,855,855,673,673,673,673,673,673,673,451,230,230,92,34
537106_ny_vtd_to_63_with_5000_sims,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,1822,1822,1822,1822,1822,1507,1175,1076,1076,867,867,387,118,49
60324134_ny_vtd_to_63_with_5000_sims,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4682,4676,4676,4676,4676,4676,4676,4676,2403,2273,2223,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1613,1613,1073,1073,1073,454,216,216,216,45,39
65450088_ny_vtd_to_63_with_5000_sims,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,1031,883,824,788,788,788,788,786,786,399,399,329,329,329,288,168,84,35
17681105_ny_vtd_to_63_with_5000_sims,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,4426,2338,1807,1807,1807,1543,1543,1540,1540,1537,1122,1122,1122,1122,1122,1122,737,333,194,109,24
94216574_ny_vtd_to_63_with_5000_sims,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,2896,2896,2896,2896,2896,2896,2896,2896,2883,2883,2883,2883,2883,2883,2883,2598,2598,2598,2598,2598,2598,2598,2598,2406,2406,2406,2406,2326,2293,2293,2156,2099,2099,2032,2032,2032,680,306,121,80,51,18
98972888_ny_vtd_to_63_with_5000_sims,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2705,2705,2705,2705,1245,825,186,143,35
56265264_ny_vtd_to_63_with_5000_sims,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1567,1567,1567,1567,1567,1512,1512,1512,1512,1512,1512,662,662,613,613,597,595,426,169,48
64889767_ny_vtd_to_63_with_5000_sims,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,1768,1768,1768,1768,1738,1738,1738,1738,1738,1738,1027,836,672,563,436,187,57
92585570_ny_vtd_to_63_with_5000_sims,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,2472,1761,543,187,166,145,106,25
31804592_ny_vtd_to_63_with_5000_sims,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4422,4422,4422,2080,2080,1699,1621,1621,1399,1090,963,963,963,963,963,963,963,963,895,742,742,742,742,742,742,539,479,224,106,58,44
57244240_ny_vtd_to_63_with_5000_sims,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,4314,1987,1987,1619,1619,1619,649,598,513,513,399,399,396,359,310,115,27
90223452_ny_vtd_to_63_with_5000_sims,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2387,2387,2387,2387,2387,2387,1788,1788,1763,1763,1044,847,847,847,347,313,121,22
1788040_ny_vtd_to_63_with_5000_sims,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4874,4486,4249,4249,4249,4249,4227,4227,4227,4227,4227,4227,4227,4227,4227,4227,3957,3957,3957,3955,1154,1044,684,684,684,429,350,245,57,40
17120820_ny_vtd_to_63_with_5000_sims,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2717,2277,2265,2265,2265,1548,1548,1548,1548,1137,696,364,197,98,45
24869740_ny_vtd_to_63_with_5000_sims,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2312,886,607,582,388,198,106,58
24383840_ny_vtd_to_63_with_5000_sims,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,3223,3223,3223,3140,3140,3140,3140,3140,3140,1660,1660,1660,1660,1660,1660,1642,1424,1424,1240,373,331,262,247,247,198,81,32
20125342_ny_vtd_to_63_with_5000_sims,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1408,1408,1408,1408,1408,475,246,71,45
86807775_ny_vtd_to_63_with_5000_sims,4997,4997,4997,4997,4997,4997,4997,4997,4997,4997,4997,4997,4997,4997,4997,4994,4861,4861,4861,4843,3820,3820,3820,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,2889,2889,2889,2889,2889,2889,2889,2889,1641,1238,1209,1209,1209,1209,1209,1209,863,863,628,491,347,224,68,21
87717486_ny_vtd_to_63_with_5000_sims,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3788,3788,3788,3788,3788,3788,3788,3788,3788,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3567,3567,3567,3236,3236,1703,1451,1451,1150,1150,1106,1106,782,616,315,181,83,38
63771540_ny_vtd_to_63_with_5000_sims,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3715,3715,3384,3384,3384,3384,3384,3384,1653,1629,1629,1629,1629,1044,1042,792,537,509,507,507,507,304,281,105,49
15113304_ny_vtd_to_63_with_5000_sims,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1229,1229,1229,1229,1229,1229,1229,1229,1229,1159,1140,929,872,357,288,162,39
73479530_ny_vtd_to_63_with_5000_sims,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,1504,1359,1359,1283,1283,1283,1283,1283,982,982,946,946,946,696,416,403,224,118,55
54086211_ny_vtd_to_63_with_5000_sims,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,4980,3489,2615,1398,1398,1398,1398,1218,459,233,233,233,163,129,112
7988968_ny_vtd_to_63_with_5000_sims,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2442,2442,2442,2107,2107,1875,1875,1875,1875,891,891,802,439,410,61
88956142_ny_vtd_to_63_with_5000_sims,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,1950,1950,1950,1950,1533,1533,1100,1100,1100,1100,636,603,555,389,389,375,302,302,155,155,37
8407136_ny_vtd_to_63_with_5000_sims,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,2018,2018,2018,2018,2018,2018,2018,1223,1223,717,717,709,709,709,709,578,186,87,31
64331840_ny_vtd_to_63_with_5000_sims,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4861,4843,4813,4813,4813,4260,3760,3760,3760,3223,2754,1788,1788,884,201,104,78,78,20
11655179_ny_vtd_to_63_with_5000_sims,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,624,624,168,69,39
63226284_ny_vtd_to_63_with_5000_sims,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4513,4498,4498,4498,3743,1559,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,331,176,128,114,53,30
