filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41
15474592_new_mexico_precincts_to_42_with_5000_sims,1813,1813,1813,1813,1813,1813,1813,1813,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1108,1108,1108,1106,1106,851,851,349,252,68,18
8402684_new_mexico_precincts_to_42_with_5000_sims,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2215,2215,2148,2148,2148,2148,2148,2148,2148,2148,2128,2128,2128,2127,2049,2016,2016,1403,1403,1403,1089,1009,622,246,131,131,92,61,20
54498946_new_mexico_precincts_to_42_with_5000_sims,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1926,1926,1869,1869,1869,1869,1869,1869,1869,1768,1736,1736,925,811,811,811,811,811,796,796,796,796,796,433,335,335,163,63,18
20439898_new_mexico_precincts_to_42_with_5000_sims,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1623,1623,1623,1623,1623,1623,1623,1589,1546,1450,1450,1450,1360,849,837,509,354,182,182,182,117,65,34,16
2275355_new_mexico_precincts_to_42_with_5000_sims,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2448,2406,1422,984,851,851,851,634,449,404,107,19
27489912_new_mexico_precincts_to_42_with_5000_sims,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,676,384,384,217,158,158,68,17
21117421_new_mexico_precincts_to_42_with_5000_sims,1677,1677,1677,1677,1677,1677,1677,1677,1677,1602,1602,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1588,1588,1575,1575,1418,1147,1147,1147,1147,1147,865,417,203,151,151,74,26
67709053_new_mexico_precincts_to_42_with_5000_sims,1491,1491,1491,1491,1491,1491,1491,1483,1483,1483,1483,1483,1483,1483,1020,1020,1020,988,984,981,971,971,959,959,959,959,949,949,797,733,733,425,382,382,382,342,195,195,144,46,18
77875344_new_mexico_precincts_to_42_with_5000_sims,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636,1634,1634,1634,1634,1634,1634,1632,1632,1632,1632,1628,1628,1628,1628,1619,1605,1605,904,621,329,181,49,18
19566580_new_mexico_precincts_to_42_with_5000_sims,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2776,2428,1660,1660,1583,1374,1374,1374,1228,488,488,320,193,33
74195370_new_mexico_precincts_to_42_with_5000_sims,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1041,999,999,999,999,999,999,934,934,934,934,934,931,900,900,900,553,182,83,20
36791808_new_mexico_precincts_to_42_with_5000_sims,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1248,1248,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,678,624,572,323,253,185,64,19
1372770_new_mexico_precincts_to_42_with_5000_sims,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,763,763,604,600,600,600,600,559,509,426,426,426,327,223,108,103,26
79993880_new_mexico_precincts_to_42_with_5000_sims,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,1402,797,759,759,628,574,574,574,574,574,574,574,574,574,574,531,261,261,178,178,95,34,19
69412058_new_mexico_precincts_to_42_with_5000_sims,1226,1226,1226,1226,1226,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1159,1159,912,482,470,234,199,166,166,119,88,54,19
14380052_new_mexico_precincts_to_42_with_5000_sims,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1154,999,999,999,732,732,732,732,449,449,448,448,208,172,162,150,55,17
10779480_new_mexico_precincts_to_42_with_5000_sims,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1349,833,749,675,675,675,675,569,569,569,569,569,511,511,511,440,440,440,440,440,440,391,391,391,357,329,144,134,134,110,16
57096398_new_mexico_precincts_to_42_with_5000_sims,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2160,2160,2160,2160,2160,2160,2160,926,823,823,515,224,209,161,74,39,13
30281808_new_mexico_precincts_to_42_with_5000_sims,1396,1396,1396,1396,1396,1396,1396,1396,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1308,742,374,219,57,22
70042202_new_mexico_precincts_to_42_with_5000_sims,1244,1244,1244,1244,1244,972,972,972,972,972,965,965,958,958,958,958,958,958,958,958,958,958,958,958,958,958,932,932,932,510,485,388,388,388,283,247,208,177,119,70,24
9490752_new_mexico_precincts_to_42_with_5000_sims,4286,4286,4286,4286,4286,4286,4286,4286,4286,4286,4166,4166,4166,4147,4147,4137,4137,4137,4137,4137,4136,4123,3918,3876,3874,3874,3874,1502,1502,1480,1288,1288,1285,708,708,568,316,256,135,55,12
79832800_new_mexico_precincts_to_42_with_5000_sims,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,2317,2176,2096,2096,943,943,435,273,238,180,120,81,45,14
1626080_new_mexico_precincts_to_42_with_5000_sims,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1270,1270,1190,1190,1190,762,762,547,543,543,179,95,60,19
23539030_new_mexico_precincts_to_42_with_5000_sims,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,778,778,340,132,43,16
50702320_new_mexico_precincts_to_42_with_5000_sims,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,1983,1347,986,865,499,436,223,188,94,94,15
56405240_new_mexico_precincts_to_42_with_5000_sims,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2567,2567,2567,2567,2567,2567,2567,2567,2549,2549,1287,1287,1202,596,596,468,349,328,297,272,180,90,22
52019941_new_mexico_precincts_to_42_with_5000_sims,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1539,650,650,464,293,202,90,58,13
65607528_new_mexico_precincts_to_42_with_5000_sims,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1484,1484,1480,1480,1416,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1327,647,329,290,144,96,70,24
15551009_new_mexico_precincts_to_42_with_5000_sims,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1336,1336,1336,1336,1336,1336,1336,1335,1335,1026,1026,786,784,668,668,546,546,546,546,529,430,430,223,43,16
34605962_new_mexico_precincts_to_42_with_5000_sims,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1390,1390,1390,1390,1390,1390,1390,1103,1103,1103,1103,1103,642,468,461,217,199,153,153,63,17
59073647_new_mexico_precincts_to_42_with_5000_sims,950,950,950,950,950,948,948,948,948,948,948,948,919,919,919,919,919,919,919,727,602,602,602,602,602,602,602,602,602,602,602,450,450,450,396,357,357,357,147,47,18
34579920_new_mexico_precincts_to_42_with_5000_sims,4578,4578,4575,4575,4575,4575,4575,4575,4575,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4480,4480,3805,2411,2083,1185,772,772,590,502,383,323,240,194,147,65,20
65733088_new_mexico_precincts_to_42_with_5000_sims,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1623,1623,1623,1623,1621,1574,1574,1574,1524,1516,1516,916,881,873,766,590,210,75,20
10833325_new_mexico_precincts_to_42_with_5000_sims,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,564,564,505,505,505,406,406,406,297,227,138,75,45,17
39977518_new_mexico_precincts_to_42_with_5000_sims,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1703,1703,1703,1703,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1219,1174,465,336,313,186,67,19
85923990_new_mexico_precincts_to_42_with_5000_sims,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,2797,2797,2067,1910,1298,1298,1290,1290,702,160,103,67,14
72524781_new_mexico_precincts_to_42_with_5000_sims,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1720,1720,640,107,22
44395959_new_mexico_precincts_to_42_with_5000_sims,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4040,4040,3629,3629,3629,3629,3629,3629,3629,3629,3629,3629,3629,3629,2062,2062,2062,873,488,488,385,270,250,250,123,66,15
28780640_new_mexico_precincts_to_42_with_5000_sims,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1038,1013,997,973,918,873,869,864,538,521,421,371,327,327,319,282,256,223,89,33,17
52545250_new_mexico_precincts_to_42_with_5000_sims,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1424,1406,1367,1064,1064,1064,1064,1061,1010,908,737,737,394,262,100,19
99720490_new_mexico_precincts_to_42_with_5000_sims,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,1943,1943,1943,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,939,819,742,742,360,121,46,20
77393868_new_mexico_precincts_to_42_with_5000_sims,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1625,1625,1625,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1197,835,475,102,19
85690804_new_mexico_precincts_to_42_with_5000_sims,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,558,515,515,515,515,515,428,428,215,215,200,200,75,22
12807256_new_mexico_precincts_to_42_with_5000_sims,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1089,1088,1053,1053,1053,1053,1053,1053,1053,1053,990,990,990,426,237,145,65,31
50796585_new_mexico_precincts_to_42_with_5000_sims,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,868,868,868,868,868,868,868,868,868,833,556,477,424,143,45,14
17282750_new_mexico_precincts_to_42_with_5000_sims,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1016,1016,1016,999,999,999,999,911,911,911,911,911,911,911,909,379,291,265,237,159,84,52,15
91519722_new_mexico_precincts_to_42_with_5000_sims,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2811,2679,2679,2661,2661,2661,2661,2661,2661,2661,2658,2658,2245,1671,1671,1338,1338,543,173,44,22
68647936_new_mexico_precincts_to_42_with_5000_sims,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,988,988,988,988,948,948,948,816,649,649,649,579,520,460,177,177,137,133,79,20
66352472_new_mexico_precincts_to_42_with_5000_sims,4139,4139,4139,4139,4139,4139,4139,4139,4134,4134,4134,4134,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4132,4132,4132,2532,2288,2288,915,758,434,241,80,35,14
75364079_new_mexico_precincts_to_42_with_5000_sims,1421,1421,1421,1421,1421,1421,1421,1415,1415,1415,1415,1415,1415,1415,1374,1374,1374,1374,1374,1374,1374,1374,1334,1334,1334,1328,1328,1328,1328,1328,1328,636,487,487,487,487,487,487,455,144,22
8339984_new_mexico_precincts_to_42_with_5000_sims,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4579,4537,4537,4537,4537,4537,4408,4408,4325,4325,4325,2133,1227,875,534,236,203,110,16
54772604_new_mexico_precincts_to_42_with_5000_sims,791,791,791,791,791,791,791,791,791,791,791,791,791,642,642,642,642,642,575,575,575,460,460,460,460,439,439,439,439,439,439,439,439,439,439,439,423,423,139,69,17
40306138_new_mexico_precincts_to_42_with_5000_sims,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,958,958,837,837,824,824,824,771,714,153,58,19
26745888_new_mexico_precincts_to_42_with_5000_sims,785,785,785,785,785,785,785,785,784,784,784,784,784,628,628,628,628,628,604,604,604,604,604,604,604,604,604,604,604,522,522,522,522,522,522,522,506,217,104,50,22
17549432_new_mexico_precincts_to_42_with_5000_sims,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2324,2324,2324,2324,2324,2324,2324,2324,2324,2324,2324,2260,2260,2260,2260,2260,1765,1765,1263,672,214,64,19
30569100_new_mexico_precincts_to_42_with_5000_sims,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1082,1082,1082,1082,836,784,784,587,365,365,364,276,276,221,88,28
58656194_new_mexico_precincts_to_42_with_5000_sims,1893,1893,1893,1893,1893,1893,1893,1893,1893,1893,1893,1887,1887,1887,1804,1804,1804,1804,1804,1804,1549,1549,1549,1406,1406,1406,1375,1375,1301,1301,1301,1240,1240,1223,1206,1172,1172,448,285,71,15
5411939_new_mexico_precincts_to_42_with_5000_sims,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1400,1383,1383,1166,1059,790,693,693,440,416,397,397,305,278,129,98,19
91227629_new_mexico_precincts_to_42_with_5000_sims,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1492,1110,1110,1057,1057,1057,1057,986,817,817,817,817,817,486,486,486,239,119,63,15
50013630_new_mexico_precincts_to_42_with_5000_sims,600,600,600,600,600,600,600,600,589,537,537,537,537,537,507,507,507,507,507,507,507,507,495,490,490,490,490,490,490,490,490,490,490,490,453,453,390,302,97,44,20
17563426_new_mexico_precincts_to_42_with_5000_sims,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2360,1138,1136,1119,722,619,586,586,586,502,502,449,449,224,204,204,97,57,16
8428144_new_mexico_precincts_to_42_with_5000_sims,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3023,3023,2911,2380,1606,1606,1606,850,388,160,121,94,55,28
2561659_new_mexico_precincts_to_42_with_5000_sims,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1056,1034,1034,1034,1033,1033,897,734,729,622,622,506,506,300,139,102,22
60978288_new_mexico_precincts_to_42_with_5000_sims,997,997,997,997,997,997,997,997,997,997,997,997,997,997,962,962,959,959,959,959,959,959,959,958,954,939,939,939,939,939,797,505,346,346,339,339,284,152,115,36,22
11697960_new_mexico_precincts_to_42_with_5000_sims,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1478,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,721,572,572,572,359,313,287,203,190,139,60,16
18707676_new_mexico_precincts_to_42_with_5000_sims,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,2208,2208,2208,2208,2156,2084,1964,1964,1964,1964,1661,1661,691,358,357,124,58,14
2404448_new_mexico_precincts_to_42_with_5000_sims,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1838,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1784,1784,1784,1437,1437,961,268,252,188,142,118,76,20
39017850_new_mexico_precincts_to_42_with_5000_sims,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,497,497,497,497,489,489,455,455,455,455,411,411,411,238,92,45,19
48741850_new_mexico_precincts_to_42_with_5000_sims,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1221,1221,1221,1217,1217,1217,1217,1217,821,605,451,275,245,245,141,86,76,17
68421516_new_mexico_precincts_to_42_with_5000_sims,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1531,1531,1531,1531,1531,1531,1497,1497,1497,1497,1497,1265,1265,1265,1260,1260,1260,1260,1260,1255,757,757,445,358,260,231,149,70,26
24216576_new_mexico_precincts_to_42_with_5000_sims,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1626,1626,1013,989,989,878,878,878,721,721,683,430,430,281,174,80,46,18
17936121_new_mexico_precincts_to_42_with_5000_sims,1152,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1059,1059,1059,1056,1056,1056,1056,1056,1056,1056,1056,701,701,701,701,701,701,639,490,487,487,422,327,273,273,253,247,64,15
2539059_new_mexico_precincts_to_42_with_5000_sims,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2889,2889,2870,2862,2862,2862,2811,2733,2351,2220,2177,2177,2177,2118,1400,1358,260,87,15
4588780_new_mexico_precincts_to_42_with_5000_sims,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1653,1187,1187,1187,1187,1187,1187,1087,1087,1087,1087,922,922,919,887,887,496,391,391,272,272,108,83,40,18
75635222_new_mexico_precincts_to_42_with_5000_sims,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,644,644,644,636,636,636,636,636,318,318,318,318,318,318,318,181,168,168,168,48,17
15758145_new_mexico_precincts_to_42_with_5000_sims,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,777,777,777,777,737,735,735,580,580,564,564,541,541,212,111,61,19
4258704_new_mexico_precincts_to_42_with_5000_sims,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2873,2873,2873,2873,2873,2488,2488,1886,1779,1573,1564,1531,1235,1229,1229,1226,1226,1226,1224,691,407,225,114,70,26
28367076_new_mexico_precincts_to_42_with_5000_sims,1015,1015,1015,1015,1015,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,887,887,887,887,887,835,835,600,424,404,404,404,404,384,297,262,171,124,76,30
8742650_new_mexico_precincts_to_42_with_5000_sims,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1598,1371,1256,1256,1256,1256,1256,743,743,743,656,656,209,131,58,23
65640094_new_mexico_precincts_to_42_with_5000_sims,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,4054,2996,2996,2996,2644,2644,2544,2544,2544,1088,1062,1062,1062,1062,939,558,368,186,109,50,16
735840_new_mexico_precincts_to_42_with_5000_sims,900,900,900,900,900,900,900,900,900,900,900,900,610,610,610,610,610,610,610,610,610,610,490,490,490,490,490,490,490,490,490,490,490,489,486,456,248,167,120,43,16
35973392_new_mexico_precincts_to_42_with_5000_sims,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1448,1448,1366,1347,1347,1347,1347,1347,1347,1347,1347,931,931,931,931,931,931,931,741,728,728,425,357,263,88,69,16
10060160_new_mexico_precincts_to_42_with_5000_sims,2597,2597,2597,2470,2470,2470,2470,2406,2406,2406,2230,2230,2230,2230,2223,2223,2223,2223,2223,2223,2223,2223,2213,2213,2213,2213,2197,2197,2007,1978,1227,956,878,527,492,445,444,444,239,53,17
49773730_new_mexico_precincts_to_42_with_5000_sims,2760,2760,2760,2760,2760,2758,2758,2758,2758,2758,2729,2729,2729,2729,2729,2729,2725,2725,2725,2725,2725,2725,2583,2583,2583,2583,2583,1617,1198,1198,1198,1198,987,987,987,877,828,279,107,53,16
18149302_new_mexico_precincts_to_42_with_5000_sims,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,989,557,540,540,533,533,526,526,526,526,422,422,422,422,370,370,218,105,43,19
95605760_new_mexico_precincts_to_42_with_5000_sims,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2161,2161,2138,2127,2127,2127,874,424,338,328,328,274,172,143,88,19
18014360_new_mexico_precincts_to_42_with_5000_sims,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2348,2063,1139,905,905,358,330,179,115,53,19
51502235_new_mexico_precincts_to_42_with_5000_sims,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,925,925,925,891,891,891,878,878,878,878,878,457,272,207,65,20
80423667_new_mexico_precincts_to_42_with_5000_sims,1018,1018,1018,1018,1018,1018,1018,1018,1018,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,881,881,881,881,881,881,696,609,541,541,541,541,541,415,400,400,233,87,43,15
8145856_new_mexico_precincts_to_42_with_5000_sims,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,836,836,683,683,605,605,542,542,542,542,542,428,214,123,58,13
92000949_new_mexico_precincts_to_42_with_5000_sims,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,986,884,867,867,867,867,867,867,713,713,713,713,713,566,566,566,566,544,544,544,484,249,25
18976020_new_mexico_precincts_to_42_with_5000_sims,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2271,2271,2271,1608,1608,1608,1608,1608,1608,1608,1313,657,608,608,515,335,234,234,184,105,96,45,13
92851537_new_mexico_precincts_to_42_with_5000_sims,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3514,3514,3514,3514,3514,3359,3359,3359,3359,3359,3338,3338,3338,3084,2971,2971,2891,2891,2891,2766,2165,1810,1810,924,470,131,22
40287450_new_mexico_precincts_to_42_with_5000_sims,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,1368,1368,980,980,980,980,964,964,964,963,963,963,917,490,490,490,490,490,490,486,78,61,22
37032164_new_mexico_precincts_to_42_with_5000_sims,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,3163,3163,3163,3163,2830,1964,1355,1240,813,778,463,454,454,425,261,203,132,26
21618508_new_mexico_precincts_to_42_with_5000_sims,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,431,407,270,116,26
5688948_new_mexico_precincts_to_42_with_5000_sims,3442,3442,3442,3442,3442,3442,3415,3415,3415,3415,3415,3330,3280,2771,2771,2771,2771,2771,2771,2771,2767,2767,2767,2767,2767,2594,2594,2494,2476,2476,2168,1739,994,745,716,479,322,222,103,41,14
1514555_new_mexico_precincts_to_42_with_5000_sims,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,4334,3468,3023,2993,1697,1697,1697,1697,1697,1697,997,990,990,928,928,928,376,363,347,283,217,125,53,16
88369637_new_mexico_precincts_to_42_with_5000_sims,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1016,1016,1016,1016,1016,1016,1015,1015,1015,1015,1015,1015,1015,1015,992,992,990,981,953,953,689,442,292,73,17
76005522_new_mexico_precincts_to_42_with_5000_sims,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2386,2386,2386,2386,2351,2351,2344,2334,2334,2327,2327,2327,2327,951,951,951,951,949,890,890,456,456,84,20
24081061_new_mexico_precincts_to_42_with_5000_sims,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1317,1317,1040,1040,718,413,305,305,144,94,34,15
96047728_new_mexico_precincts_to_42_with_5000_sims,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2551,2551,2551,2529,2529,2297,1429,1429,1101,1101,1101,1101,1101,726,347,347,282,107,20
65429385_new_mexico_precincts_to_42_with_5000_sims,1332,1332,1332,1332,1332,1332,1326,1326,1326,1326,1326,1326,1326,1326,1326,964,964,675,675,675,516,516,516,516,516,516,516,516,516,516,516,436,436,436,436,436,151,138,123,44,19
