filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41
32652165_new_mexico_precincts_to_42_with_5000_sims,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3586,3012,3012,3006,3006,3006,3006,2656,2427,2427,2166,2166,2166,1235,725,434,240,116,52,14
26599886_new_mexico_precincts_to_42_with_5000_sims,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,3633,2701,2701,2701,2457,2137,2129,2129,1610,1610,1610,1610,1602,1230,1230,1084,529,320,320,273,99,70,16
69867900_new_mexico_precincts_to_42_with_5000_sims,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1456,1456,1456,1456,1456,1456,1456,1436,502,502,343,343,187,127,61,46,20
42028040_new_mexico_precincts_to_42_with_5000_sims,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,968,968,968,968,905,905,873,873,873,349,349,349,349,183,149,107,58,22
11197922_new_mexico_precincts_to_42_with_5000_sims,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3045,2970,2970,2970,2970,2970,2970,1734,1603,744,357,164,132,86,58,25
84466130_new_mexico_precincts_to_42_with_5000_sims,837,837,837,837,837,837,837,837,837,837,837,837,837,837,836,836,836,836,836,808,754,754,754,754,754,754,733,696,696,696,696,696,440,440,437,437,437,437,94,48,23
13100388_new_mexico_precincts_to_42_with_5000_sims,1489,1489,1489,1489,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,782,782,782,782,782,665,665,419,406,406,406,406,406,406,161,135,59,17
39867560_new_mexico_precincts_to_42_with_5000_sims,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,1673,1673,1673,1673,1673,1481,1471,1463,1348,1348,1197,735,494,494,494,434,371,340,340,160,126,60,13
65994194_new_mexico_precincts_to_42_with_5000_sims,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4613,4613,4613,4093,2089,2082,2082,811,811,542,542,379,379,379,363,273,141,85,62,21
71029129_new_mexico_precincts_to_42_with_5000_sims,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3732,3732,3732,3238,3238,3238,3238,3194,1164,726,443,443,443,442,442,428,428,428,199,81,20
28698075_new_mexico_precincts_to_42_with_5000_sims,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,1135,815,414,320,320,320,83,14
25733518_new_mexico_precincts_to_42_with_5000_sims,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3967,3959,3344,3286,2611,2611,1501,595,327,309,309,115,18
91850992_new_mexico_precincts_to_42_with_5000_sims,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1133,1112,1112,1112,1112,1088,427,274,80,18
45569775_new_mexico_precincts_to_42_with_5000_sims,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3124,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,1304,1304,884,676,365,365,234,66,14
46544516_new_mexico_precincts_to_42_with_5000_sims,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1410,1410,1410,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,942,896,896,487,130,35
69187508_new_mexico_precincts_to_42_with_5000_sims,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3353,3353,3350,2552,2544,2544,2544,2544,2544,1333,1333,1333,1333,1333,1333,731,347,200,127,43,13
96096804_new_mexico_precincts_to_42_with_5000_sims,4445,4445,4445,4445,4445,4445,4445,4445,4445,4445,4445,4445,4445,4424,4424,4389,4389,4389,4389,4389,4387,1557,1291,1291,1291,1291,781,781,781,781,781,682,682,682,435,330,317,150,68,27,12
9116471_new_mexico_precincts_to_42_with_5000_sims,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1419,1419,1110,1015,986,806,803,803,654,453,415,314,314,314,256,182,177,177,149,149,149,53,19
7610072_new_mexico_precincts_to_42_with_5000_sims,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2157,2157,2157,2157,2157,2157,2157,2157,2050,1783,1100,642,642,327,268,199,131,110,43,16
51473018_new_mexico_precincts_to_42_with_5000_sims,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1469,1469,912,650,650,650,650,644,644,644,644,398,268,111,73,43,14
33469800_new_mexico_precincts_to_42_with_5000_sims,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1132,1132,1101,1101,1089,1089,1036,1031,1031,1031,799,770,770,770,770,683,463,463,380,288,217,217,217,93,22
86757576_new_mexico_precincts_to_42_with_5000_sims,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834,1589,1356,1207,903,789,599,599,599,599,354,206,193,86,18
59688452_new_mexico_precincts_to_42_with_5000_sims,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1941,1941,1941,1941,1941,1941,1941,1941,1940,1940,1940,1940,1940,1940,1940,1940,1940,1803,1714,1714,976,593,237,185,44,22
26000675_new_mexico_precincts_to_42_with_5000_sims,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2151,2151,2145,2142,2142,2142,2133,2127,2127,2127,2127,2127,2127,2127,2127,2083,1725,499,409,151,61,15
9043348_new_mexico_precincts_to_42_with_5000_sims,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1471,1471,1471,1471,1434,1434,1434,1273,665,665,640,386,386,328,328,328,180,84,51,17
77728444_new_mexico_precincts_to_42_with_5000_sims,1448,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1433,1433,1433,1433,1205,746,607,607,607,607,607,607,607,607,607,468,468,468,409,409,150,101,89,25
41487708_new_mexico_precincts_to_42_with_5000_sims,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1234,1234,1208,1208,1191,1191,779,779,747,685,685,662,662,662,662,662,434,274,131,100,95,44,14
92562032_new_mexico_precincts_to_42_with_5000_sims,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1011,1011,1011,1011,1011,861,858,858,858,858,815,769,721,706,644,419,225,149,148,55,19
70957824_new_mexico_precincts_to_42_with_5000_sims,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2229,2229,2229,2018,2018,847,618,569,569,298,203,85,56,21
53881732_new_mexico_precincts_to_42_with_5000_sims,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1732,1732,1732,1732,1732,1732,1732,1720,1720,1662,1662,1662,1662,1662,1656,1366,1366,1366,752,499,393,216,216,91,80,49,16
68628528_new_mexico_precincts_to_42_with_5000_sims,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3216,3216,3216,3191,3191,2987,1703,1703,1398,990,665,360,289,267,182,164,128,84,30
24732124_new_mexico_precincts_to_42_with_5000_sims,2885,2885,2885,2885,2885,2885,2885,2885,2255,2255,2255,2248,2248,2248,2248,2248,2248,1559,871,711,711,711,711,711,711,711,711,708,658,609,609,609,609,467,467,467,440,277,143,46,16
62898784_new_mexico_precincts_to_42_with_5000_sims,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,879,879,879,879,879,879,879,879,460,460,460,460,453,453,436,230,222,202,188,187,110,87,45,21
22902815_new_mexico_precincts_to_42_with_5000_sims,2600,2600,2600,2600,2600,2600,2600,2600,2600,2499,2499,2499,2491,2491,2484,1970,1970,1970,1825,1825,959,878,878,878,878,878,878,878,878,544,544,544,544,544,371,371,371,354,270,92,20
84928455_new_mexico_precincts_to_42_with_5000_sims,693,693,693,693,693,693,693,693,693,693,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,644,644,615,612,612,612,594,511,511,389,305,293,293,185,79,19
54425298_new_mexico_precincts_to_42_with_5000_sims,928,928,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,276,152,71,42,18
95309417_new_mexico_precincts_to_42_with_5000_sims,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1476,1476,1476,1476,1476,1476,1476,1476,1125,702,702,702,702,702,702,702,224,203,131,72,22
83947184_new_mexico_precincts_to_42_with_5000_sims,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,712,712,712,712,634,634,583,583,502,488,468,295,295,173,128,92,92,18
23968672_new_mexico_precincts_to_42_with_5000_sims,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,800,800,800,800,800,800,798,797,797,797,797,433,307,250,237,184,181,145,64,15
51367335_new_mexico_precincts_to_42_with_5000_sims,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,3975,2359,1306,1306,837,519,519,435,332,313,313,313,284,284,284,284,158,101,48,16
10439542_new_mexico_precincts_to_42_with_5000_sims,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,992,992,992,904,353,353,353,353,343,343,263,243,140,66,47,26
29127902_new_mexico_precincts_to_42_with_5000_sims,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,955,931,931,931,912,912,912,912,912,912,912,912,912,758,673,636,243,243,233,62,20
24626930_new_mexico_precincts_to_42_with_5000_sims,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1066,983,983,983,983,958,958,958,771,771,526,526,526,526,526,526,434,434,434,434,434,245,245,245,245,216,216,135,50,16
41607893_new_mexico_precincts_to_42_with_5000_sims,2545,2545,2545,2545,2545,2545,2545,2545,2545,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2345,2050,1687,1085,1085,976,547,547,534,534,534,534,527,527,447,195,104,19
15873792_new_mexico_precincts_to_42_with_5000_sims,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,1782,1782,1782,1782,1782,1226,1159,837,518,492,116,18
22199704_new_mexico_precincts_to_42_with_5000_sims,2587,2587,2587,2587,2587,2587,1805,1805,1805,1805,1805,1805,1805,1805,1805,1426,1426,1426,1426,1426,1426,1426,1426,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,904,459,408,292,75,17
81998896_new_mexico_precincts_to_42_with_5000_sims,838,838,838,838,838,838,838,838,838,838,838,825,825,825,825,825,825,825,825,825,825,825,825,821,821,821,821,753,753,690,690,690,636,636,636,610,588,274,185,132,21
12306637_new_mexico_precincts_to_42_with_5000_sims,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3009,3009,3009,3009,3009,3009,3009,3009,3009,3009,2090,954,452,159,64,20
65202084_new_mexico_precincts_to_42_with_5000_sims,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1397,1397,1397,1397,1397,1371,1204,1076,1076,1072,683,683,683,683,683,683,677,369,369,152,58,18
46439325_new_mexico_precincts_to_42_with_5000_sims,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1205,1205,1205,1200,1200,1200,1200,1200,842,842,803,803,803,753,753,753,753,753,734,343,139,62,14
2337218_new_mexico_precincts_to_42_with_5000_sims,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1588,1588,1588,1586,1586,1230,1230,1196,1196,1196,1196,1196,1196,1196,1196,874,490,252,183,123,61,17
27193725_new_mexico_precincts_to_42_with_5000_sims,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2664,2664,2664,2664,2664,2643,2548,1519,1059,582,375,313,195,123,46,15
79813652_new_mexico_precincts_to_42_with_5000_sims,2776,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2598,2598,2598,2198,1990,1919,1449,329,162,110,43,16
51422020_new_mexico_precincts_to_42_with_5000_sims,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,908,908,908,908,908,908,908,908,908,908,908,908,876,876,876,444,444,124,43,32
41795200_new_mexico_precincts_to_42_with_5000_sims,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,1972,1972,1464,1464,1439,1439,1439,1439,1432,1260,663,467,447,422,422,422,315,208,168,74,25
20572161_new_mexico_precincts_to_42_with_5000_sims,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,703,691,346,346,244,244,172,171,61,16
20352993_new_mexico_precincts_to_42_with_5000_sims,1634,1634,1634,1634,1634,1634,1634,1634,1634,1633,1633,1631,1631,1631,1631,1631,1631,1631,1631,1565,1558,1558,1558,1558,1558,1558,1021,640,640,640,640,640,438,359,283,281,194,194,115,60,16
45386105_new_mexico_precincts_to_42_with_5000_sims,2629,2629,2629,2629,2629,2629,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2112,2112,2112,2112,2112,1971,1847,1829,1829,1470,1470,479,118,23
96421960_new_mexico_precincts_to_42_with_5000_sims,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4441,4441,4249,4249,4249,4249,4249,4249,4249,4249,4175,3456,2450,2432,1998,1128,1128,650,495,293,293,279,170,61,16
16928554_new_mexico_precincts_to_42_with_5000_sims,1597,1597,1597,1597,1597,1597,1597,1597,1597,1592,1592,1568,936,936,688,633,633,633,633,630,630,630,630,630,630,630,630,630,630,630,630,490,490,487,458,458,458,228,113,68,17
7406314_new_mexico_precincts_to_42_with_5000_sims,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1470,1066,1066,1066,1066,907,907,472,456,360,239,210,95,44,17
86964953_new_mexico_precincts_to_42_with_5000_sims,1821,1821,1821,1821,1559,1559,1559,1559,1550,1550,1550,1550,1550,1550,1510,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1505,1505,1491,1459,974,357,172,83,73,17
80280791_new_mexico_precincts_to_42_with_5000_sims,1869,1869,1869,1869,1869,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1775,1775,1775,1775,1775,1773,1310,1309,1104,990,425,352,352,352,170,70,20
38204264_new_mexico_precincts_to_42_with_5000_sims,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1080,1080,556,556,556,527,527,392,375,265,255,255,195,63,49,17
76802466_new_mexico_precincts_to_42_with_5000_sims,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1500,1500,1500,1499,1499,1499,1499,1499,1427,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1255,931,340,173,156,156,75,28
59441250_new_mexico_precincts_to_42_with_5000_sims,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1899,1899,1898,1898,1884,1884,1884,1884,1792,1792,1707,1707,1707,1628,1628,1628,1628,1628,1628,1628,1628,1628,1335,865,767,548,548,227,175,57,24
82632751_new_mexico_precincts_to_42_with_5000_sims,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1711,1711,1693,1324,859,859,859,859,859,859,859,859,859,859,859,762,762,762,762,762,762,762,762,762,762,762,378,126,32
19127920_new_mexico_precincts_to_42_with_5000_sims,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,1993,1940,1940,1885,1885,1885,1885,1149,1149,804,804,804,804,804,804,804,804,804,786,786,510,510,437,437,435,428,172,71,47,27
54035632_new_mexico_precincts_to_42_with_5000_sims,982,982,982,982,982,982,982,982,982,982,982,982,982,982,796,796,796,796,796,796,796,796,796,796,796,796,796,725,699,494,494,358,358,321,283,283,283,283,283,169,25
64234952_new_mexico_precincts_to_42_with_5000_sims,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,595,595,595,595,595,503,468,375,375,375,375,225,220,136,64,14
8446200_new_mexico_precincts_to_42_with_5000_sims,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1025,1025,1014,1012,1012,962,962,962,962,962,962,781,781,781,781,770,764,764,764,764,764,448,448,328,294,289,210,162,62,19
16012592_new_mexico_precincts_to_42_with_5000_sims,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,1681,631,396,358,358,200,200,141,85,26
2278154_new_mexico_precincts_to_42_with_5000_sims,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3217,3217,3217,3217,3217,2384,2250,2180,2003,2003,2003,680,111,97,44,16
15589634_new_mexico_precincts_to_42_with_5000_sims,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,2178,2178,2178,2178,2178,2081,2081,2081,2081,2077,2053,1646,1366,1256,1151,1151,425,171,45,15
93099796_new_mexico_precincts_to_42_with_5000_sims,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,899,899,474,223,120,110,23
50181009_new_mexico_precincts_to_42_with_5000_sims,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,990,990,990,964,955,712,350,350,346,341,215,80,16
42777335_new_mexico_precincts_to_42_with_5000_sims,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1259,1025,747,557,557,557,557,557,557,404,223,167,22
85447581_new_mexico_precincts_to_42_with_5000_sims,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,881,839,797,787,746,746,746,746,637,637,637,465,465,455,455,410,410,298,298,197,178,81,33
59222950_new_mexico_precincts_to_42_with_5000_sims,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1508,799,799,798,708,708,708,708,708,645,571,571,539,434,268,166,144,67,19
83015557_new_mexico_precincts_to_42_with_5000_sims,1104,1104,1104,1104,1104,1104,1104,974,900,900,900,656,656,656,656,656,656,656,656,650,650,569,569,569,569,569,569,569,569,569,569,569,569,494,494,439,291,205,143,77,21
65286360_new_mexico_precincts_to_42_with_5000_sims,1626,1626,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1573,1573,1566,1566,1566,1340,1340,1340,1112,1037,945,625,562,562,554,554,472,447,411,324,281,101,61,19
17143296_new_mexico_precincts_to_42_with_5000_sims,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,711,528,280,172,112,92,60,27
86617833_new_mexico_precincts_to_42_with_5000_sims,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1164,1027,1027,1027,967,534,534,534,534,422,422,286,130,50,18
65372566_new_mexico_precincts_to_42_with_5000_sims,4539,4539,4539,4539,4539,4539,4539,4539,4539,4539,4509,4509,4509,4509,4509,4509,4509,4246,4246,4246,4246,4246,4246,4246,4246,4246,1503,752,596,325,250,250,243,233,233,187,133,113,75,50,14
59849224_new_mexico_precincts_to_42_with_5000_sims,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2629,2629,2625,2592,2592,2592,2592,2592,2591,2591,2591,1382,1382,1382,1382,1254,1254,1196,1196,1196,1137,1131,1131,515,433,279,156,111,72,16
63720336_new_mexico_precincts_to_42_with_5000_sims,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,824,824,824,824,824,824,824,824,824,824,824,682,682,682,682,682,682,682,443,251,173,150,17
2096270_new_mexico_precincts_to_42_with_5000_sims,2210,2210,2210,2210,2210,2210,2210,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,1986,1098,1024,1024,581,369,369,348,327,170,115,50,14
28893063_new_mexico_precincts_to_42_with_5000_sims,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,2788,2788,2745,2744,2744,2744,2712,2712,2712,2712,1982,1346,1060,658,520,351,351,351,145,54,18
66211700_new_mexico_precincts_to_42_with_5000_sims,3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3172,3172,3172,3169,3169,3169,3154,2891,2583,2583,1001,469,267,135,65,22
12766048_new_mexico_precincts_to_42_with_5000_sims,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,844,786,767,767,767,460,460,460,460,385,171,138,18
40786515_new_mexico_precincts_to_42_with_5000_sims,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,1930,1930,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1873,1351,1211,336,190,181,53,17
66450744_new_mexico_precincts_to_42_with_5000_sims,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2049,2049,2049,2049,2049,2049,2049,2049,2049,1050,1043,999,999,821,821,821,821,821,497,324,312,154,154,55,16
5553430_new_mexico_precincts_to_42_with_5000_sims,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1424,1424,1424,1424,1424,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1018,400,328,313,313,197,89,79,22
10924038_new_mexico_precincts_to_42_with_5000_sims,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1169,826,657,548,548,548,495,149,58,15
2816736_new_mexico_precincts_to_42_with_5000_sims,982,982,982,982,982,982,982,982,982,982,982,982,982,982,982,982,982,931,923,923,923,923,923,923,891,725,701,680,680,601,601,601,601,601,490,331,203,117,95,65,18
3655780_new_mexico_precincts_to_42_with_5000_sims,2544,2544,2544,2544,2544,2544,2544,2544,2544,2544,2536,2536,2057,2057,2057,2057,2057,2055,2055,2031,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1746,1746,1746,1746,1746,1746,1746,692,257,79,20
45497088_new_mexico_precincts_to_42_with_5000_sims,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2657,2657,2657,2657,2657,789,469,208,178,153,107,35,14
2501735_new_mexico_precincts_to_42_with_5000_sims,880,880,880,880,880,880,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,827,667,667,667,577,144,26
19215240_new_mexico_precincts_to_42_with_5000_sims,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,3134,3134,3134,3134,3134,3134,3134,3134,2935,2844,2245,2245,1323,1323,1323,1286,1286,1286,989,847,421,421,421,421,421,205,190,144,64,18
96489751_new_mexico_precincts_to_42_with_5000_sims,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1870,1870,1870,1812,1812,1812,1812,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,744,576,576,343,343,92,59,15
40890220_new_mexico_precincts_to_42_with_5000_sims,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,454,263,185,79,50,17
81623710_new_mexico_precincts_to_42_with_5000_sims,804,804,804,804,804,804,804,804,804,804,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,547,547,547,515,433,421,412,412,315,227,108,93,55,27
18920695_new_mexico_precincts_to_42_with_5000_sims,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,917,917,917,917,832,832,788,716,716,639,639,639,628,628,484,452,380,280,199,137,61,16
42317842_new_mexico_precincts_to_42_with_5000_sims,4454,4454,4454,4454,4454,4454,4454,4454,4454,4454,4454,4454,4390,4390,4390,4376,4373,4187,4187,4180,4180,4180,4180,4180,4180,4180,4180,4180,4121,4015,3932,1778,1663,1663,1284,625,407,236,134,58,22
