File Name,Number Original Ancestors,Mega Parent 0.01,Mega Parent 0.10,Mega Parent 0.25,Mega Parent 0.50,Mega Parent 0.75,Mega Parent 1.00
32490080_CA_cd_2020_map_to_52_with_5000_sims.csv,1,50,48,48,40,20,20
12580624_CA_cd_2020_map_to_52_with_5000_sims.csv,18,51,48,30,-1,-1,-1
29988746_CA_cd_2020_map_to_52_with_5000_sims.csv,4,50,46,18,17,13,-1
83728050_CA_cd_2020_map_to_52_with_5000_sims.csv,4,50,49,46,41,-1,-1
2872351_CA_cd_2020_map_to_52_with_5000_sims.csv,15,50,46,43,-1,-1,-1
41671842_CA_cd_2020_map_to_52_with_5000_sims.csv,18,50,40,38,37,-1,-1
57713880_CA_cd_2020_map_to_52_with_5000_sims.csv,8,50,47,37,33,-1,-1
53667615_CA_cd_2020_map_to_52_with_5000_sims.csv,26,49,45,29,-1,-1,-1
56973153_CA_cd_2020_map_to_52_with_5000_sims.csv,21,50,46,42,-1,-1,-1
46150410_CA_cd_2020_map_to_52_with_5000_sims.csv,5,49,47,46,42,42,-1
17822938_CA_cd_2020_map_to_52_with_5000_sims.csv,13,50,47,45,-1,-1,-1
78544475_CA_cd_2020_map_to_52_with_5000_sims.csv,14,50,49,47,46,40,-1
59134432_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,44,21,-1,-1,-1
81183706_CA_cd_2020_map_to_52_with_5000_sims.csv,15,50,47,39,-1,-1,-1
4554445_CA_cd_2020_map_to_52_with_5000_sims.csv,15,50,45,38,12,-1,-1
34825566_CA_cd_2020_map_to_52_with_5000_sims.csv,23,50,47,44,34,-1,-1
63775325_CA_cd_2020_map_to_52_with_5000_sims.csv,4,50,45,35,33,32,-1
38833145_CA_cd_2020_map_to_52_with_5000_sims.csv,12,50,44,36,-1,-1,-1
90546589_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,46,33,-1,-1,-1
71230854_CA_cd_2020_map_to_52_with_5000_sims.csv,15,50,36,30,-1,-1,-1
36943613_CA_cd_2020_map_to_52_with_5000_sims.csv,8,51,48,46,33,33,-1
16103758_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,45,40,-1,-1,-1
60816900_CA_cd_2020_map_to_52_with_5000_sims.csv,11,50,49,43,41,39,-1
17947250_CA_cd_2020_map_to_52_with_5000_sims.csv,23,50,48,47,28,-1,-1
54824634_CA_cd_2020_map_to_52_with_5000_sims.csv,19,51,46,44,42,-1,-1
10248600_CA_cd_2020_map_to_52_with_5000_sims.csv,9,51,49,35,-1,-1,-1
35395269_CA_cd_2020_map_to_52_with_5000_sims.csv,11,50,45,43,40,-1,-1
54735365_CA_cd_2020_map_to_52_with_5000_sims.csv,9,50,47,42,15,15,-1
10655075_CA_cd_2020_map_to_52_with_5000_sims.csv,8,51,49,48,48,30,-1
9336746_CA_cd_2020_map_to_52_with_5000_sims.csv,21,50,46,41,-1,-1,-1
25317925_CA_cd_2020_map_to_52_with_5000_sims.csv,8,50,49,46,24,14,-1
71780104_CA_cd_2020_map_to_52_with_5000_sims.csv,14,50,42,38,-1,-1,-1
28326678_CA_cd_2020_map_to_52_with_5000_sims.csv,11,50,49,48,44,23,-1
