Shapefile,File Name,Generation,Max,Min,Median,Ratio Max to Min,Ratio Max to Median
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,19,0.0707408072959744,0.0281986411644586,0.05024397273764055,2.508660147253326,1.407946136452274
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,20,0.0996526225487553,0.0260448849341991,0.04331656569207755,3.8261878599395582,2.300566098825822
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,21,0.0901507264173563,0.0256833106249185,0.04868171411265155,3.510089790756575,1.851839608785009
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,22,0.0948789888005621,0.0289457372329274,0.04334643790951805,3.277822500669699,2.1888531878585686
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,23,0.0910078720517223,0.0247683877309375,0.04593757372425915,3.6743559185342898,1.981120565879212
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,24,0.151423644675285,0.0223245961848149,0.0429278268736245,6.782816738171628,3.5274006560141515
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,25,0.160778837934215,0.021383010943607,0.0421264122795768,7.518999001507969,3.81658036452731
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,26,0.115105798789302,0.019291570820006,0.04481576649947975,5.966636924657967,2.5684219590584982
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,27,0.13618642062625,0.0257224496645143,0.04142987603267595,5.294457658678113,3.2871549149420356
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,28,0.0891014272888314,0.0266584952697259,0.04639734195347425,3.342327704070281,1.9203993922362927
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,29,0.133073200552108,0.021099964874914,0.043303998710859895,6.3067972549243585,3.073000288971825
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,30,0.130890712835631,0.0232288315901942,0.04464519759214755,5.6348384260052535,2.931798264874357
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,31,0.117943829668175,0.0239470504311766,0.04584370637869785,4.925192353318981,2.5727376555002945
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,32,0.142031095458252,0.023055047642729,0.04111135756063345,6.160520579233985,3.4547897195750874
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,33,0.0807425830633866,0.0219715407062396,0.0499607268382998,3.674871241071268,1.6161210649459463
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,34,0.08247849145496,0.0275699766134742,0.0489969606088086,2.9916054195943897,1.6833389342956948
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,35,0.13136369644012,0.0217026239359301,0.03985734810524505,6.052894655868726,3.2958463792736157
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,36,0.123618751470696,0.0257680973117935,0.041880348144962096,4.797356590783999,2.9517126037923456
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,37,0.107224847716277,0.0185185564913051,0.040164914618397704,5.790129903841134,2.669614730543015
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,38,0.0809399344554354,0.027700509580082,0.04483333990173565,2.921965540794062,1.8053514333939227
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,39,0.112466842647428,0.0186413125062932,0.0406222665922307,6.033204078814721,2.7686008704629517
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,40,0.115617292433068,0.0193067321654229,0.0510830300813356,5.988444416302156,2.263320955099559
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,41,0.113798225498384,0.0243514660827622,0.039584025813710955,4.673157053937667,2.8748522455481784
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,42,0.130193732223635,0.0129821746491031,0.035373682774458154,10.028653576358234,3.680525238317635
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,43,0.0988115645863995,0.0118284753676376,0.0472656719162814,8.353702528454797,2.0905566467227628
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,44,0.0951671024829563,0.0191923532331104,0.05049789051382625,4.958594776109854,1.884575801377281
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,45,0.0805303180883132,0.0204205327960121,0.051242296939231546,3.9435953455651194,1.5715594908599517
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,46,0.0953880597329567,0.0266809023331286,0.04675346516798275,3.57514369424145,2.040235079693717
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,47,0.208078302295069,0.0248733596972062,0.04150764181505545,8.365508513047416,5.013011898440249
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,48,0.124261186154317,0.0266488357274837,0.044687416383761946,4.662912384804973,2.7806751029685786
50x50_grid,3654992_50x50_grid_to_50_with_20_sims,49,0.105110757204817,0.0264132792745996,0.04318163207226385,3.9794663930993615,2.4341543420340304
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,1,0.0713400790915428,0.0379736568868009,0.04743240023559135,1.8786728732554487,1.5040368764221232
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,2,0.0756277354528091,0.0365614942244895,0.04840013627876915,2.068507785498339,1.562552117977887
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,3,0.0668447974022826,0.0373718942452301,0.04791509214426295,1.7886381932811504,1.3950677001940435
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,4,0.0711134481808868,0.0340426108350672,0.0504603237191864,2.0889540031293086,1.4092943314560529
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,5,0.127056877721956,0.0346974751297836,0.046631560931910704,3.661847936966831,2.7246970760313753
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,6,0.0729059326731313,0.0358962050058286,0.0483182256306921,2.031020623525336,1.508870239366176
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,7,0.0706083966397154,0.0376299642150914,0.0508949381392555,1.8763875574295148,1.3873363289394554
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,8,0.0795112918056453,0.0344339007629575,0.047679730191700395,2.3090991738926108,1.667612033163011
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,9,0.0819809727753448,0.0345082118689123,0.046581725983004946,2.375694605294796,1.7599384961659654
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,10,0.074572613720343,0.0336598870912155,0.04650225738061045,2.215474268177353,1.6036342732780269
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,11,0.0638123139387222,0.0363279974041573,0.05073703729043,1.7565601876920323,1.2577067433686844
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,12,0.0648452540049475,0.0367609504441091,0.048501398665702106,1.7639710949132679,1.3369769901255033
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,13,0.112483212219847,0.0351935204326579,0.04422441059750265,3.196134141654893,2.543464360522171
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,14,0.0849614472290957,0.0340322471516009,0.044251053428925,2.496498302055233,1.919986997949298
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,15,0.0993940396752008,0.0344774490418536,0.04570396394438925,2.882871048682931,2.1747356486658243
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,16,0.164739149505079,0.0202835020759455,0.0319389469724038,8.121829696285316,5.157939291092425
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,17,0.111599905945863,0.0148663268121566,0.05291782871945775,7.506891739700268,2.108928288375294
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,18,0.100423758847248,0.0319705161324098,0.04536657150885285,3.1411366157284015,2.2136069689033313
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,19,0.0886555535188294,0.0257498195769588,0.0490828152741809,3.4429582410806203,1.8062442633657363
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,20,0.092788994389791,0.0292436093500208,0.0432430869553362,3.172966554134502,2.145753250354872
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,21,0.0711699087697555,0.0347723612825189,0.0471229269586652,2.046737872976568,1.5103032295125383
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,22,0.0856729305346428,0.0326195989862968,0.046313462670951,2.626425008187048,1.8498493870634092
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,23,0.102447671702833,0.0271979554642781,0.04354982015515735,3.766741652231476,2.352424679087928
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,24,0.091243249945906,0.0223666453630846,0.04447518339728685,4.079433838411009,2.0515542146470875
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,25,0.0943254637564882,0.0239382676470318,0.05023748866448235,3.940362984795351,1.8775911428704801
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,26,0.0704938706295134,0.03078560177697,0.0494742974608568,2.289832472342582,1.4248584466568104
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,27,0.0926173284389965,0.0298817334877509,0.0477370714729154,3.0994630374091963,1.9401552206977093
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,28,0.0715458799707994,0.0300104364148441,0.0473738953031543,2.3840333070068445,1.5102384871027412
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,29,0.097590088845768,0.0236610767823675,0.050107639516045896,4.124499055702031,1.9476089831475074
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,30,0.094831804220498,0.0238072340501651,0.04643913474766435,3.983318852609018,2.042066561657193
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,31,0.0888203934019217,0.016727466426843,0.043326738342656046,5.309853335552916,2.0500133820245647
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,32,0.0925457889218547,0.0154262901755272,0.0523117794861859,5.999225210262966,1.7691194952810483
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,33,0.0865664403820936,0.0266621448689824,0.04317959567669795,3.246792064459949,2.0047996982243523
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,34,0.0849580465557324,0.0272484197974874,0.049702135105470654,3.1179072836938038,1.7093440025352387
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,35,0.0988647158913808,0.028971182492201,0.0428022620830898,3.4125191789460105,2.3098011899338373
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,36,0.093227592143717,0.0236900627848075,0.042386261114990054,3.9353037174516943,2.199476662751618
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,37,0.17425867215477,0.0208473495942825,0.03971800808497525,8.358792630529946,4.387397066387364
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,38,0.149892527849463,0.0140593487657843,0.0368100126591111,10.661413294920937,4.072058579212742
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,39,0.0720363830403997,0.0282811037224407,0.0505348766062169,2.5471560002532625,1.4254785581397391
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,40,0.143056482677607,0.0146735693989227,0.03974594333906745,9.749262690515499,3.5992725460611377
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,41,0.105085127072506,0.0200756380160023,0.04678743402358895,5.234460144616206,2.2460117607544996
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,42,0.107762898021743,0.0159991420521927,0.0451118303182055,6.735542297843026,2.388794630180496
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,43,0.10449466528149,0.0245928704361065,0.046431910599484746,4.248982059779168,2.250492472361229
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,44,0.107207492765958,0.0208853272446783,0.0506913275569803,5.133148813518116,2.1149079720875315
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,45,0.128766020361075,0.0224810504901581,0.046797017775293756,5.727758158696678,2.751586030105029
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,46,0.0707162690789632,0.0190911030747091,0.0520563724835778,3.7041478851289855,1.358455568552573
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,47,0.092746710463782,0.0303118428766486,0.040816650468326,3.059751623852322,2.2722763725003374
